source,target,total
Nien Nunb,Flight Controller,1
Shuttle Captain,Nien Nunb,1
Nien Nunb,Yoda,1
Nien Nunb,Red Three,1
Obi-Wan Kenobi,Nien Nunb,1
Nien Nunb,Salacious Crumb,1
Nien Nunb,EV-9D9,1
Admiral Ackbar,Nien Nunb,1
Nien Nunb,Chewbacca,1
Stormtrooper,Nien Nunb,1
Nien Nunb,Anakin Skywalker,1
Nien Nunb,Paploo,1
Nien Nunb,Palpatine,1
Nien Nunb,Logray,1
Wedge Antilles,Red Two,1
Rebel Pilot,Red Two,1
Red Two,C-3PO,1
Republic Captain,Red Two,1
Green Leader,Red Two,1
Owen Lars,Red Two,1
Walker Pilot,Red Two,1
Red Two,Lando Calrissian,1
Red Two,Jabba the Hutt,1
Darth Vader,Red Two,1
R2-D2,Red Two,1
Ewoks,Red Two,1
Han Solo,Red Two,1
Red Two,Bib Fortuna,1
Red Two,Princess Leia,1
Red Two,Oola,1
Red Two,Red Leader,1
Red Two,Boba Fett,1
Red Two,Rebel Trooper,1
Red Two,Flight Controller,1
Shuttle Captain,Red Two,1
Yoda,Red Two,1
Red Two,Red Three,1
Obi-Wan Kenobi,Red Two,1
Red Two,Salacious Crumb,1
Red Two,EV-9D9,1
Admiral Ackbar,Red Two,1
Red Two,Chewbacca,1
Stormtrooper,Red Two,1
Anakin Skywalker,Red Two,1
Red Two,Paploo,1
Red Two,Palpatine,1
Red Two,Logray,1
Wedge Antilles,Rebel Pilot,1
Wedge Antilles,Republic Captain,1
Wedge Antilles,Green Leader,1
Wedge Antilles,Owen Lars,1
Wedge Antilles,Walker Pilot,1
Wedge Antilles,Jabba the Hutt,1
Wedge Antilles,Ewoks,1
Wedge Antilles,Bib Fortuna,1
Wedge Antilles,Oola,1
Wedge Antilles,Boba Fett,1
Wedge Antilles,Rebel Trooper,1
Wedge Antilles,Flight Controller,1
Wedge Antilles,Shuttle Captain,1
Wedge Antilles,Yoda,1
Wedge Antilles,Salacious Crumb,1
Wedge Antilles,EV-9D9,1
Wedge Antilles,Admiral Ackbar,1
Wedge Antilles,Chewbacca,1
Wedge Antilles,Stormtrooper,1
Wedge Antilles,Paploo,1
Wedge Antilles,Palpatine,1
Wedge Antilles,Logray,1
Rebel Pilot,C-3PO,1
Green Leader,Rebel Pilot,1
Owen Lars,Rebel Pilot,1
Walker Pilot,Rebel Pilot,1
Rebel Pilot,Lando Calrissian,1
Rebel Pilot,Jabba the Hutt,1
Darth Vader,Rebel Pilot,1
Ewoks,Rebel Pilot,1
Rebel Pilot,Han Solo,1
Rebel Pilot,Bib Fortuna,1
Rebel Pilot,Princess Leia,1
Rebel Pilot,Oola,1
Rebel Pilot,Red Leader,1
Rebel Pilot,Boba Fett,1
Rebel Pilot,Rebel Trooper,1
Rebel Pilot,Flight Controller,1
Shuttle Captain,Rebel Pilot,1
Rebel Pilot,Red Three,1
Rebel Pilot,Salacious Crumb,1
Rebel Pilot,EV-9D9,1
Admiral Ackbar,Rebel Pilot,1
Rebel Pilot,Chewbacca,1
Stormtrooper,Rebel Pilot,1
Rebel Pilot,Paploo,1
Rebel Pilot,Logray,1
Republic Captain,C-3PO,1
Green Leader,C-3PO,1
Walker Pilot,C-3PO,1
C-3PO,Jabba the Hutt,1
Ewoks,C-3PO,1
C-3PO,Bib Fortuna,1
C-3PO,Oola,1
C-3PO,Rebel Trooper,1
Shuttle Captain,C-3PO,1
C-3PO,Red Three,1
Salacious Crumb,C-3PO,1
C-3PO,EV-9D9,1
Admiral Ackbar,C-3PO,1
Stormtrooper,C-3PO,1
C-3PO,Paploo,1
C-3PO,Logray,1
Green Leader,Republic Captain,1
Republic Captain,Owen Lars,1
Republic Captain,Walker Pilot,1
Republic Captain,Lando Calrissian,1
Republic Captain,Jabba the Hutt,1
Ewoks,Republic Captain,1
Republic Captain,Han Solo,1
Republic Captain,Bib Fortuna,1
Republic Captain,Princess Leia,1
Republic Captain,Oola,1
Republic Captain,Red Leader,1
Republic Captain,Boba Fett,1
Shuttle Captain,Republic Captain,1
Republic Captain,Red Three,1
Republic Captain,Salacious Crumb,1
Republic Captain,EV-9D9,1
Admiral Ackbar,Republic Captain,1
Republic Captain,Chewbacca,1
Stormtrooper,Republic Captain,1
Republic Captain,Paploo,1
Republic Captain,Logray,1
Green Leader,Owen Lars,1
Green Leader,Walker Pilot,1
Green Leader,Lando Calrissian,1
Green Leader,Jabba the Hutt,1
Green Leader,Darth Vader,1
Green Leader,R2-D2,1
Green Leader,Ewoks,1
Green Leader,Han Solo,1
Green Leader,Bib Fortuna,1
Green Leader,Princess Leia,1
Green Leader,Oola,1
Green Leader,Red Leader,1
Green Leader,Boba Fett,1
Green Leader,Rebel Trooper,1
Green Leader,Flight Controller,1
Green Leader,Shuttle Captain,1
Green Leader,Yoda,1
Green Leader,Red Three,1
Green Leader,Obi-Wan Kenobi,1
Green Leader,Salacious Crumb,1
Green Leader,EV-9D9,1
Green Leader,Admiral Ackbar,1
Green Leader,Chewbacca,1
Green Leader,Stormtrooper,1
Green Leader,Anakin Skywalker,1
Green Leader,Paploo,1
Green Leader,Palpatine,1
Green Leader,Logray,1
Owen Lars,Walker Pilot,1
Owen Lars,Lando Calrissian,1
Owen Lars,Jabba the Hutt,1
Darth Vader,Owen Lars,1
Ewoks,Owen Lars,1
Owen Lars,Han Solo,1
Owen Lars,Bib Fortuna,1
Owen Lars,Princess Leia,1
Owen Lars,Oola,1
Owen Lars,Red Leader,1
Owen Lars,Boba Fett,1
Owen Lars,Rebel Trooper,1
Owen Lars,Flight Controller,1
Shuttle Captain,Owen Lars,1
Owen Lars,Yoda,1
Owen Lars,Red Three,1
Owen Lars,Salacious Crumb,1
Owen Lars,EV-9D9,1
Admiral Ackbar,Owen Lars,1
Owen Lars,Chewbacca,1
Stormtrooper,Owen Lars,1
Owen Lars,Paploo,1
Owen Lars,Palpatine,1
Owen Lars,Logray,1
Walker Pilot,Lando Calrissian,1
Walker Pilot,Jabba the Hutt,1
Darth Vader,Walker Pilot,1
R2-D2,Walker Pilot,1
Ewoks,Walker Pilot,1
Walker Pilot,Han Solo,1
Walker Pilot,Bib Fortuna,1
Walker Pilot,Princess Leia,1
Walker Pilot,Oola,1
Walker Pilot,Red Leader,1
Walker Pilot,Boba Fett,1
Walker Pilot,Rebel Trooper,1
Walker Pilot,Flight Controller,1
Shuttle Captain,Walker Pilot,1
Walker Pilot,Yoda,1
Walker Pilot,Red Three,1
Obi-Wan Kenobi,Walker Pilot,1
Walker Pilot,Salacious Crumb,1
Walker Pilot,EV-9D9,1
Admiral Ackbar,Walker Pilot,1
Walker Pilot,Chewbacca,1
Stormtrooper,Walker Pilot,1
Walker Pilot,Anakin Skywalker,1
Walker Pilot,Paploo,1
Walker Pilot,Palpatine,1
Walker Pilot,Logray,1
Lando Calrissian,Jabba the Hutt,1
Ewoks,Lando Calrissian,1
Lando Calrissian,Bib Fortuna,1
Lando Calrissian,Oola,1
Lando Calrissian,Rebel Trooper,1
Flight Controller,Lando Calrissian,1
Shuttle Captain,Lando Calrissian,1
Yoda,Lando Calrissian,1
Lando Calrissian,Red Three,1
Obi-Wan Kenobi,Lando Calrissian,1
Salacious Crumb,Lando Calrissian,1
Lando Calrissian,EV-9D9,1
Admiral Ackbar,Lando Calrissian,1
Stormtrooper,Lando Calrissian,1
Lando Calrissian,Paploo,1
Lando Calrissian,Palpatine,1
Lando Calrissian,Logray,1
Darth Vader,Jabba the Hutt,1
Ewoks,Jabba the Hutt,1
Bib Fortuna,Jabba the Hutt,1
Jabba the Hutt,Princess Leia,1
Jabba the Hutt,Oola,1
Red Leader,Jabba the Hutt,1
Boba Fett,Jabba the Hutt,1
Rebel Trooper,Jabba the Hutt,1
Flight Controller,Jabba the Hutt,1
Shuttle Captain,Jabba the Hutt,1
Yoda,Jabba the Hutt,1
Jabba the Hutt,Red Three,1
Obi-Wan Kenobi,Jabba the Hutt,1
Salacious Crumb,Jabba the Hutt,1
Jabba the Hutt,EV-9D9,1
Admiral Ackbar,Jabba the Hutt,1
Jabba the Hutt,Chewbacca,1
Stormtrooper,Jabba the Hutt,1
Paploo,Jabba the Hutt,1
Jabba the Hutt,Palpatine,1
Jabba the Hutt,Logray,1
Darth Vader,Ewoks,1
Darth Vader,Bib Fortuna,1
Darth Vader,Oola,1
Darth Vader,Shuttle Captain,1
Darth Vader,Red Three,1
Darth Vader,Salacious Crumb,1
Darth Vader,EV-9D9,1
Darth Vader,Admiral Ackbar,1
Darth Vader,Stormtrooper,1
Darth Vader,Paploo,1
Darth Vader,Logray,1
Ewoks,R2-D2,1
R2-D2,Bib Fortuna,1
R2-D2,Oola,1
R2-D2,Rebel Trooper,1
R2-D2,Flight Controller,1
R2-D2,Shuttle Captain,1
R2-D2,Red Three,1
R2-D2,Salacious Crumb,1
R2-D2,EV-9D9,1
R2-D2,Admiral Ackbar,1
Stormtrooper,R2-D2,1
R2-D2,Paploo,1
R2-D2,Logray,1
Ewoks,Han Solo,1
Ewoks,Bib Fortuna,1
Ewoks,Princess Leia,1
Ewoks,Oola,1
Ewoks,Red Leader,1
Ewoks,Boba Fett,1
Ewoks,Rebel Trooper,1
Ewoks,Flight Controller,1
Ewoks,Shuttle Captain,1
Ewoks,Yoda,1
Ewoks,Red Three,1
Ewoks,Obi-Wan Kenobi,1
Ewoks,Salacious Crumb,1
Ewoks,EV-9D9,1
Ewoks,Admiral Ackbar,1
Ewoks,Chewbacca,1
Ewoks,Stormtrooper,1
Ewoks,Anakin Skywalker,1
Ewoks,Paploo,1
Ewoks,Palpatine,1
Ewoks,Logray,1
Han Solo,Bib Fortuna,1
Han Solo,Oola,1
Han Solo,Rebel Trooper,1
Shuttle Captain,Han Solo,1
Han Solo,Red Three,1
Han Solo,Salacious Crumb,1
Han Solo,EV-9D9,1
Admiral Ackbar,Han Solo,1
Stormtrooper,Han Solo,1
Han Solo,Paploo,1
Han Solo,Palpatine,1
Han Solo,Logray,1
Bib Fortuna,Princess Leia,1
Bib Fortuna,Oola,1
Red Leader,Bib Fortuna,1
Boba Fett,Bib Fortuna,1
Rebel Trooper,Bib Fortuna,1
Flight Controller,Bib Fortuna,1
Shuttle Captain,Bib Fortuna,1
Yoda,Bib Fortuna,1
Bib Fortuna,Red Three,1
Obi-Wan Kenobi,Bib Fortuna,1
Salacious Crumb,Bib Fortuna,1
Bib Fortuna,EV-9D9,1
Admiral Ackbar,Bib Fortuna,1
Bib Fortuna,Chewbacca,1
Stormtrooper,Bib Fortuna,1
Anakin Skywalker,Bib Fortuna,1
Paploo,Bib Fortuna,1
Bib Fortuna,Palpatine,1
Bib Fortuna,Logray,1
Oola,Princess Leia,1
Shuttle Captain,Princess Leia,1
Red Three,Princess Leia,1
Salacious Crumb,Princess Leia,1
EV-9D9,Princess Leia,1
Admiral Ackbar,Princess Leia,1
Stormtrooper,Princess Leia,1
Paploo,Princess Leia,1
Palpatine,Princess Leia,1
Logray,Princess Leia,1
Red Leader,Oola,1
Boba Fett,Oola,1
Rebel Trooper,Oola,1
Flight Controller,Oola,1
Shuttle Captain,Oola,1
Yoda,Oola,1
Red Three,Oola,1
Obi-Wan Kenobi,Oola,1
Salacious Crumb,Oola,1
EV-9D9,Oola,1
Admiral Ackbar,Oola,1
Chewbacca,Oola,1
Stormtrooper,Oola,1
Anakin Skywalker,Oola,1
Paploo,Oola,1
Palpatine,Oola,1
Logray,Oola,1
Red Leader,Boba Fett,1
Red Leader,Rebel Trooper,1
Flight Controller,Red Leader,1
Shuttle Captain,Red Leader,1
Yoda,Red Leader,1
Salacious Crumb,Red Leader,1
Red Leader,EV-9D9,1
Admiral Ackbar,Red Leader,1
Red Leader,Chewbacca,1
Stormtrooper,Red Leader,1
Red Leader,Paploo,1
Red Leader,Palpatine,1
Red Leader,Logray,1
Rebel Trooper,Boba Fett,1
Shuttle Captain,Boba Fett,1
Boba Fett,Red Three,1
Salacious Crumb,Boba Fett,1
Boba Fett,EV-9D9,1
Admiral Ackbar,Boba Fett,1
Stormtrooper,Boba Fett,1
Paploo,Boba Fett,1
Boba Fett,Logray,1
Flight Controller,Rebel Trooper,1
Shuttle Captain,Rebel Trooper,1
Yoda,Rebel Trooper,1
Rebel Trooper,Red Three,1
Obi-Wan Kenobi,Rebel Trooper,1
Salacious Crumb,Rebel Trooper,1
Rebel Trooper,EV-9D9,1
Admiral Ackbar,Rebel Trooper,1
Rebel Trooper,Chewbacca,1
Stormtrooper,Rebel Trooper,1
Anakin Skywalker,Rebel Trooper,1
Paploo,Rebel Trooper,1
Rebel Trooper,Palpatine,1
Rebel Trooper,Logray,1
Shuttle Captain,Flight Controller,1
Yoda,Flight Controller,1
Flight Controller,Red Three,1
Obi-Wan Kenobi,Flight Controller,1
Salacious Crumb,Flight Controller,1
Flight Controller,EV-9D9,1
Admiral Ackbar,Flight Controller,1
Flight Controller,Chewbacca,1
Stormtrooper,Flight Controller,1
Anakin Skywalker,Flight Controller,1
Flight Controller,Paploo,1
Flight Controller,Palpatine,1
Flight Controller,Logray,1
Shuttle Captain,Yoda,1
Shuttle Captain,Red Three,1
Obi-Wan Kenobi,Shuttle Captain,1
Shuttle Captain,Salacious Crumb,1
Shuttle Captain,EV-9D9,1
Shuttle Captain,Admiral Ackbar,1
Shuttle Captain,Chewbacca,1
Stormtrooper,Shuttle Captain,1
Shuttle Captain,Anakin Skywalker,1
Shuttle Captain,Paploo,1
Shuttle Captain,Palpatine,1
Shuttle Captain,Logray,1
Yoda,Red Three,1
Yoda,Salacious Crumb,1
Yoda,EV-9D9,1
Admiral Ackbar,Yoda,1
Stormtrooper,Yoda,1
Yoda,Paploo,1
Yoda,Logray,1
Obi-Wan Kenobi,Red Three,1
Salacious Crumb,Red Three,1
EV-9D9,Red Three,1
Admiral Ackbar,Red Three,1
Chewbacca,Red Three,1
Stormtrooper,Red Three,1
Anakin Skywalker,Red Three,1
Paploo,Red Three,1
Palpatine,Red Three,1
Logray,Red Three,1
Obi-Wan Kenobi,Salacious Crumb,1
Obi-Wan Kenobi,EV-9D9,1
Obi-Wan Kenobi,Admiral Ackbar,1
Obi-Wan Kenobi,Paploo,1
Obi-Wan Kenobi,Logray,1
Salacious Crumb,EV-9D9,1
Admiral Ackbar,Salacious Crumb,1
Salacious Crumb,Chewbacca,1
Stormtrooper,Salacious Crumb,1
Anakin Skywalker,Salacious Crumb,1
Salacious Crumb,Paploo,1
Salacious Crumb,Palpatine,1
Salacious Crumb,Logray,1
Admiral Ackbar,EV-9D9,1
Chewbacca,EV-9D9,1
Stormtrooper,EV-9D9,1
Anakin Skywalker,EV-9D9,1
Paploo,EV-9D9,1
Palpatine,EV-9D9,1
Logray,EV-9D9,1
Admiral Ackbar,Chewbacca,1
Stormtrooper,Admiral Ackbar,1
Admiral Ackbar,Anakin Skywalker,1
Admiral Ackbar,Paploo,1
Admiral Ackbar,Palpatine,1
Admiral Ackbar,Logray,1
Stormtrooper,Chewbacca,1
Paploo,Chewbacca,1
Palpatine,Chewbacca,1
Logray,Chewbacca,1
Stormtrooper,Anakin Skywalker,1
Stormtrooper,Paploo,1
Stormtrooper,Palpatine,1
Stormtrooper,Logray,1
Anakin Skywalker,Paploo,1
Anakin Skywalker,Logray,1
Paploo,Palpatine,1
Paploo,Logray,1
Logray,Palpatine,1
